Municipios de 500 habitantes o más,Sexo,Nacionalidad,Nivel de estudios en curso,Periodo,Total
35005 Artenara,Hombres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-21,0
35005 Artenara,Mujeres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-23,0
35005 Artenara,Mujeres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-22,0
35005 Artenara,Mujeres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-21,0
35007 Betancuria,Total,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-23,0
35007 Betancuria,Hombres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-23,0
35007 Betancuria,Hombres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-22,0
35007 Betancuria,Hombres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-21,0
35007 Betancuria,Mujeres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-23,0
35008 Firgas,Total,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-22,0
35008 Firgas,Hombres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-22,0
35008 Firgas,Mujeres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-22,0
35025 Tejeda,Mujeres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-21,0
35027 Teror,Hombres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-21,0
35032 Valleseco,Hombres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-23,0
35032 Valleseco,Hombres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-22,0
35032 Valleseco,Hombres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-21,0
38002 Agulo,Total,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-21,0
38002 Agulo,Hombres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-23,0
38002 Agulo,Hombres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-21,0
38002 Agulo,Mujeres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-22,0
38002 Agulo,Mujeres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-21,0
38004 Arafo,Mujeres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-23,0
38004 Arafo,Mujeres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-22,0
38007 Barlovento,Total,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-21,0
38007 Barlovento,Hombres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-23,0
38007 Barlovento,Hombres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-21,0
38007 Barlovento,Mujeres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-22,0
38007 Barlovento,Mujeres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-21,0
38009 Breña Baja,Hombres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-21,0
38010 Buenavista del Norte,Hombres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-21,0
38012 Fasnia,Hombres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-23,0
38014 Fuencaliente de la Palma,Mujeres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-21,0
38015 Garachico,Mujeres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-22,0
38016 Garafía,Hombres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-21,0
"38025 Matanza de Acentejo, La",Mujeres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-23,0
38029 Puntagorda,Hombres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-23,0
38030 Puntallana,Total,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-21,0
38030 Puntallana,Hombres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-22,0
38030 Puntallana,Hombres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-21,0
38030 Puntallana,Mujeres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-21,0
38034 San Juan de la Rambla,Mujeres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-23,0
"38044 Tanque, El",Hombres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-23,0
38045 Tazacorte,Total,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-22,0
38045 Tazacorte,Hombres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-23,0
38045 Tazacorte,Hombres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-22,0
38045 Tazacorte,Hombres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-21,0
38045 Tazacorte,Mujeres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-22,0
38050 Vallehermoso,Hombres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-21,0
38050 Vallehermoso,Mujeres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-23,0
38050 Vallehermoso,Mujeres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-22,0
"38901 Pinar de El Hierro, El",Total,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-21,0
"38901 Pinar de El Hierro, El",Hombres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-21,0
"38901 Pinar de El Hierro, El",Mujeres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-22,0
"38901 Pinar de El Hierro, El",Mujeres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-21,0
35010 Haría,Hombres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-23,1
35025 Tejeda,Total,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-21,1
35025 Tejeda,Hombres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-23,1
35025 Tejeda,Hombres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-22,1
35025 Tejeda,Hombres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-21,1
35025 Tejeda,Mujeres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-23,1
35025 Tejeda,Mujeres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-22,1
35032 Valleseco,Total,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-23,1
35032 Valleseco,Total,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-22,1
35032 Valleseco,Total,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-21,1
35032 Valleseco,Mujeres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-23,1
35032 Valleseco,Mujeres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-22,1
35032 Valleseco,Mujeres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-21,1
38002 Agulo,Total,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-23,1
38002 Agulo,Total,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-22,1
38002 Agulo,Hombres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-22,1
38002 Agulo,Mujeres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-23,1
38003 Alajeró,Hombres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-21,1
38007 Barlovento,Total,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-22,1
38007 Barlovento,Hombres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-22,1
38008 Breña Alta,Hombres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-21,1
38008 Breña Alta,Mujeres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-21,1
38009 Breña Baja,Hombres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-22,1
38009 Breña Baja,Mujeres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-22,1
38010 Buenavista del Norte,Hombres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-22,1
38010 Buenavista del Norte,Mujeres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-23,1
38012 Fasnia,Total,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-23,1
38012 Fasnia,Hombres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-21,1
38012 Fasnia,Mujeres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-23,1
38012 Fasnia,Mujeres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-22,1
38013 Frontera,Hombres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-21,1
38014 Fuencaliente de la Palma,Total,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-21,1
38014 Fuencaliente de la Palma,Hombres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-21,1
38014 Fuencaliente de la Palma,Mujeres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-22,1
38015 Garachico,Mujeres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-23,1
38016 Garafía,Hombres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-22,1
"38018 Guancha, La",Mujeres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-23,1
"38018 Guancha, La",Mujeres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-22,1
"38018 Guancha, La",Mujeres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-21,1
38021 Hermigua,Hombres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-21,1
38030 Puntallana,Hombres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-23,1
38030 Puntallana,Mujeres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-23,1
38033 San Andrés y Sauces,Mujeres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-23,1
38033 San Andrés y Sauces,Mujeres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-22,1
38033 San Andrés y Sauces,Mujeres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-21,1
